-33.64779792,-30.89222033,-27.47213818,-23.54198092,-17.90147438,-12.72946211,-8.917396435,-5.735401813,-3.572998333
-35.76924624,-33.72641634,-30.91968709,-27.44156832,-22.04946978,-16.7844109,-12.61885261,-8.892136459,-6.16188912
-36.30110657,-35.02432432,-32.94233453,-30.08219249,-25.17659487,-20.09080057,-15.7869789,-11.65825058,-8.401266686
-36.06911849,-35.55838649,-34.25849326,-32.13566525,-27.90916092,-23.26855375,-19.08438715,-14.76988239,-11.10627597
-35.10685319,-35.31253854,-34.79528542,-33.47170445,-30.05059943,-26.08026239,-22.28419609,-18.05190078,-14.17959436
-33.49046423,-34.32195402,-34.53495269,-34.011804,-31.44565293,-28.30175284,-25.13633435,-21.27148613,-17.44856612
-31.32934743,-32.66707812,-33.51445948,-33.73630268,-31.99895585,-29.75228981,-27.4007934,-24.16522269,-20.67742789
-28.75448253,-30.46343883,-31.8190372,-32.68417257,-31.68521745,-30.31891124,-28.88173484,-26.47561715,-23.59486575
-25.90606888,-27.84891176,-29.57101547,-30.94599933,-30.5496228,-29.97033279,-29.45554293,-27.98975227,-25.93252106
-22.92193677,-24.97026519,-26.91584853,-28.65167649,-28.69895786,-28.75818021,-29.08721527,-28.57180275,-27.46659434
-19.92788724,-21.97065378,-24.0074181,-25.9550009,-26.28559607,-26.80603839,-27.83221196,-28.18247125,-28.05335319
-17.03067593,-18.97934173,-20.99450182,-23.01755645,-23.48751014,-24.28920817,-25.82420309,-26.88162429,-27.65066066
-14.3138998,-16.10442419,-18.00983378,-19.99403585,-20.48774622,-21.40956175,-23.25211048,-24.81448118,-26.32118952
-11.83664527,-13.42878853,-15.16258074,-17.02059398,-17.45637094,-18.37023455,-20.33167899,-22.18538476,-24.21759043
-9.634461035,-11.00910314,-12.53444545,-14.20711019,-14.53698494,-15.35417857,-17.27720326,-19.22545896,-21.55407413
-7.722047882,-8.877296581,-10.17909232,-11.63352259,-11.83877249,-12.50918435,-14.27810296,-16.16089101,-18.57145933
-16.28414107,-12.40307239,-8.95778608,-6.083943902,-3.149566597,-1.445361797,-0.685031159,-0.28191952,-0.115920026
-19.57937652,-15.45431836,-11.613099,-8.244258671,-4.608476792,-2.305295484,-1.176916524,-0.527225482,-0.234201697
-22.93033347,-18.72107869,-14.6068408,-10.8139724,-6.492956105,-3.52102696,-1.928908571,-0.936532499,-0.447949898
-26.17733833,-22.06592194,-17.84024359,-13.74326944,-8.818101512,-5.156341563,-3.01989551,-1.58248936,-0.812368598
-29.15124654,-25.32558349,-21.17593882,-16.93770665,-11.5559809,-7.248706946,-4.522188967,-2.547201695,-1.398985021
-31.68875785,-28.3247095,-24.44718765,-20.26061223,-14.62756729,-9.793178291,-6.48520299,-3.910940995,-2.291066522
-33.64779792,-30.89222033,-27.47213818,-23.54198092,-17.90147438,-12.72946211,-8.917396435,-5.735401813,-3.572998333
-34.9208767,-32.87804679,-30.07131754,-26.59319878,-21.20110024,-15.93604136,-11.77048307,-8.043766916,-5.313519577
-35.44465732,-34.16787507,-32.08588527,-29.22574324,-24.32014562,-19.23435132,-14.93052965,-10.80180133,-7.544817433
-35.20458953,-34.69385753,-33.39396429,-31.27113629,-27.04463195,-22.40402479,-18.21985818,-13.90535343,-10.241747
-34.23424452,-34.43992987,-33.92267675,-32.59909578,-29.17799075,-25.20765371,-21.41158742,-17.17929211,-13.30698568
-32.60977584,-33.44126563,-33.6542643,-33.13111562,-30.56496455,-27.42106445,-24.25564597,-20.39079775,-16.56787774
-30.44057934,-31.77831003,-32.62569138,-32.84753459,-31.11018775,-28.86352172,-26.51202531,-23.2764546,-19.7886598
-27.85763472,-29.56659103,-30.9221894,-31.78732476,-30.78836965,-29.42206344,-27.98488704,-25.57876935,-22.69801795
-25.00114137,-26.94398425,-28.66608796,-30.04107182,-29.64469529,-29.06540528,-28.55061541,-27.08482476,-25.02759354
-22.00892954,-24.05725797,-26.0028413,-27.73866927,-27.78595064,-27.84517298,-28.17420805,-27.65879553,-26.55358712
-19.00680031,-21.04956684,-23.08633117,-25.03391397,-25.36450914,-25.88495146,-26.91112503,-27.26138432,-27.13226626
-16.10150929,-18.05017509,-20.06533518,-22.08838981,-22.55834349,-23.36004152,-24.89503645,-25.95245764,-26.72149402
-13.37665345,-15.16717784,-17.07258742,-19.0567895,-19.55049987,-20.4723154,-22.31486412,-23.87723483,-25.38394317
